###############################################################################################
IPv4 route check output
###############################################################################################



IRR - Valid, RPKI - Valid: 866 prefixes
============================================================================================
+-----+-------+--------+------------------+-------------+
|     | irr   | rpki   | prefix           |   origin_as |
| 515 | Valid | Valid  | 103.213.127.0/24 |       45424 |
| 516 | Valid | Valid  | 103.214.76.0/22  |      135327 |
| 517 | Valid | Valid  | 103.214.76.0/24  |      135327 |
| 518 | Valid | Valid  | 103.214.77.0/24  |      135327 |
| 519 | Valid | Valid  | 103.214.78.0/24  |      135327 |
| 520 | Valid | Valid  | 103.214.79.0/24  |      135327 |
| 521 | Valid | Valid  | 103.225.244.0/22 |       24550 |
| 522 | Valid | Valid  | 103.225.244.0/24 |       24550 |
| 523 | Valid | Valid  | 103.225.245.0/24 |       24550 |
| 524 | Valid | Valid  | 103.232.152.0/22 |        4007 |
| 525 | Valid | Valid  | 103.232.152.0/24 |        4007 |
| 526 | Valid | Valid  | 103.232.153.0/24 |        4007 |
| 527 | Valid | Valid  | 103.232.154.0/24 |        4007 |
| 528 | Valid | Valid  | 103.232.228.0/24 |       55427 |
| 529 | Valid | Valid  | 103.232.229.0/24 |       55427 |
| 530 | Valid | Valid  | 103.232.230.0/24 |       55427 |
| 531 | Valid | Valid  | 103.232.231.0/24 |       55427 |
| 532 | Valid | Valid  | 103.233.56.0/22  |       59370 |
| 533 | Valid | Valid  | 103.233.56.0/23  |       59370 |
| 534 | Valid | Valid  | 103.233.58.0/23  |       59370 |
| 535 | Valid | Valid  | 103.233.182.0/24 |      133092 |
| 536 | Valid | Valid  | 103.235.196.0/22 |        4007 |
| 537 | Valid | Valid  | 103.235.196.0/24 |        4007 |
| 538 | Valid | Valid  | 103.235.199.0/24 |        4007 |
| 539 | Valid | Valid  | 103.250.132.0/24 |       45845 |
| 540 | Valid | Valid  | 103.250.135.0/24 |       45845 |
| 541 | Valid | Valid  | 103.254.180.0/22 |      133179 |
| 542 | Valid | Valid  | 103.254.180.0/24 |      133179 |
| 543 | Valid | Valid  | 103.254.181.0/24 |      133179 |
| 544 | Valid | Valid  | 103.254.182.0/24 |      133179 |
| 545 | Valid | Valid  | 103.254.183.0/24 |      133179 |
| 546 | Valid | Valid  | 103.254.184.0/24 |       17501 |
| 547 | Valid | Valid  | 103.254.185.0/24 |       17501 |
| 548 | Valid | Valid  | 103.254.186.0/24 |       17501 |
| 549 | Valid | Valid  | 103.254.187.0/24 |       17501 |
| 550 | Valid | Valid  | 103.255.126.0/24 |      133092 |
| 551 | Valid | Valid  | 110.34.0.0/19    |        4007 |
| 552 | Valid | Valid  | 110.34.0.0/22    |        4007 |
| 553 | Valid | Valid  | 110.34.2.0/23    |        4007 |
| 554 | Valid | Valid  | 110.34.3.0/24    |        4007 |
| 555 | Valid | Valid  | 110.34.4.0/23    |        4007 |
| 556 | Valid | Valid  | 110.34.4.0/24    |        4007 |
| 557 | Valid | Valid  | 110.34.7.0/24    |        4007 |
| 558 | Valid | Valid  | 110.34.8.0/21    |        4007 |
| 559 | Valid | Valid  | 110.34.8.0/24    |        4007 |
| 560 | Valid | Valid  | 110.34.12.0/22   |        4007 |
| 561 | Valid | Valid  | 110.34.14.0/24   |        4007 |
| 562 | Valid | Valid  | 110.34.15.0/24   |        4007 |
| 563 | Valid | Valid  | 110.34.18.0/24   |        4007 |
| 564 | Valid | Valid  | 110.34.19.0/24   |        4007 |
| 565 | Valid | Valid  | 110.34.20.0/22   |        4007 |
| 566 | Valid | Valid  | 110.34.24.0/22   |        4007 |
| 567 | Valid | Valid  | 110.34.25.0/24   |        4007 |
| 568 | Valid | Valid  | 110.34.26.0/24   |        4007 |
| 569 | Valid | Valid  | 110.34.28.0/23   |        4007 |
| 570 | Valid | Valid  | 110.34.30.0/23   |        4007 |
| 571 | Valid | Valid  | 110.34.31.0/24   |        4007 |
| 572 | Valid | Valid  | 110.44.112.0/20  |       45650 |
| 573 | Valid | Valid  | 110.44.112.0/23  |       45650 |
| 574 | Valid | Valid  | 110.44.112.0/24  |       45650 |
| 575 | Valid | Valid  | 110.44.113.0/24  |       45650 |
| 576 | Valid | Valid  | 110.44.114.0/23  |       45650 |
| 577 | Valid | Valid  | 110.44.116.0/23  |       45650 |
| 578 | Valid | Valid  | 110.44.118.0/23  |       45650 |
| 579 | Valid | Valid  | 110.44.120.0/23  |       45650 |
| 580 | Valid | Valid  | 110.44.122.0/23  |       45650 |
| 581 | Valid | Valid  | 110.44.124.0/23  |       45650 |
| 582 | Valid | Valid  | 110.44.126.0/23  |       45650 |
| 583 | Valid | Valid  | 111.119.32.0/19  |       24550 |
| 584 | Valid | Valid  | 111.119.32.0/20  |       24550 |
| 585 | Valid | Valid  | 113.199.128.0/17 |       23752 |
| 586 | Valid | Valid  | 113.199.128.0/21 |       23752 |
| 587 | Valid | Valid  | 113.199.136.0/21 |       23752 |
| 588 | Valid | Valid  | 113.199.144.0/21 |       23752 |
| 589 | Valid | Valid  | 113.199.152.0/21 |       23752 |
| 590 | Valid | Valid  | 113.199.160.0/21 |       23752 |
| 591 | Valid | Valid  | 113.199.168.0/21 |       23752 |
| 592 | Valid | Valid  | 113.199.176.0/21 |       23752 |
| 593 | Valid | Valid  | 113.199.184.0/21 |       23752 |
| 594 | Valid | Valid  | 113.199.192.0/21 |       23752 |
| 595 | Valid | Valid  | 113.199.200.0/21 |       23752 |
| 596 | Valid | Valid  | 113.199.208.0/21 |       23752 |
| 597 | Valid | Valid  | 113.199.216.0/21 |       23752 |
| 598 | Valid | Valid  | 113.199.224.0/21 |       23752 |
| 599 | Valid | Valid  | 113.199.224.0/22 |       23752 |
| 600 | Valid | Valid  | 113.199.228.0/22 |       23752 |
| 601 | Valid | Valid  | 113.199.232.0/22 |       23752 |
| 602 | Valid | Valid  | 113.199.232.0/23 |       23752 |
| 603 | Valid | Valid  | 113.199.234.0/23 |       23752 |
| 604 | Valid | Valid  | 113.199.236.0/22 |       23752 |
| 605 | Valid | Valid  | 113.199.240.0/21 |       23752 |
| 606 | Valid | Valid  | 113.199.240.0/23 |       23752 |
| 607 | Valid | Valid  | 113.199.242.0/23 |       23752 |
| 608 | Valid | Valid  | 113.199.244.0/23 |       23752 |
| 609 | Valid | Valid  | 113.199.246.0/23 |       23752 |
| 610 | Valid | Valid  | 113.199.248.0/21 |       23752 |
| 611 | Valid | Valid  | 113.199.248.0/22 |       23752 |
| 612 | Valid | Valid  | 113.199.248.0/23 |       23752 |
| 613 | Valid | Valid  | 113.199.248.0/24 |       23752 |
| 614 | Valid | Valid  | 113.199.249.0/24 |       23752 |
| 615 | Valid | Valid  | 113.199.250.0/23 |       23752 |
| 616 | Valid | Valid  | 113.199.252.0/23 |       23752 |
| 617 | Valid | Valid  | 113.199.252.0/24 |       23752 |
| 618 | Valid | Valid  | 113.199.253.0/24 |       23752 |
| 619 | Valid | Valid  | 113.199.254.0/23 |       23752 |
| 620 | Valid | Valid  | 114.69.222.0/24  |          42 |
| 621 | Valid | Valid  | 116.66.192.0/21  |        4007 |
| 623 | Valid | Valid  | 116.66.196.0/23  |        4007 |
| 624 | Valid | Valid  | 116.66.196.0/24  |        4007 |
| 625 | Valid | Valid  | 116.66.197.0/24  |        4007 |
| 627 | Valid | Valid  | 116.66.198.0/24  |        4007 |
| 628 | Valid | Valid  | 116.68.208.0/21  |       38565 |
| 629 | Valid | Valid  | 116.68.212.0/24  |       38565 |
| 630 | Valid | Valid  | 116.68.213.0/24  |       38565 |
| 631 | Valid | Valid  | 116.68.214.0/24  |       38565 |
| 632 | Valid | Valid  | 116.68.215.0/24  |       38565 |
| 633 | Valid | Valid  | 116.90.224.0/20  |       24550 |
| 634 | Valid | Valid  | 116.90.224.0/21  |       24550 |
| 635 | Valid | Valid  | 116.90.224.0/24  |       24550 |
| 636 | Valid | Valid  | 116.90.225.0/24  |       24550 |
| 637 | Valid | Valid  | 116.90.226.0/23  |       24550 |
| 638 | Valid | Valid  | 116.90.226.0/24  |       24550 |
| 639 | Valid | Valid  | 116.90.227.0/24  |       24550 |
| 640 | Valid | Valid  | 116.90.228.0/24  |       24550 |
| 641 | Valid | Valid  | 116.90.229.0/24  |       24550 |
| 642 | Valid | Valid  | 116.90.230.0/24  |       24550 |
| 643 | Valid | Valid  | 116.90.231.0/24  |       24550 |
| 644 | Valid | Valid  | 116.90.232.0/21  |       24550 |
| 645 | Valid | Valid  | 116.90.232.0/24  |       24550 |
| 646 | Valid | Valid  | 116.90.233.0/24  |       24550 |
| 647 | Valid | Valid  | 116.90.234.0/24  |       24550 |
| 648 | Valid | Valid  | 116.90.235.0/24  |       24550 |
| 649 | Valid | Valid  | 116.90.236.0/24  |       24550 |
| 650 | Valid | Valid  | 116.90.237.0/24  |       24550 |
| 651 | Valid | Valid  | 116.90.238.0/24  |       24550 |
| 652 | Valid | Valid  | 116.90.239.0/24  |       24550 |
| 653 | Valid | Valid  | 117.121.224.0/20 |        4613 |
| 654 | Valid | Valid  | 117.121.225.0/24 |        4613 |
| 655 | Valid | Valid  | 117.121.229.0/24 |        4613 |
| 656 | Valid | Valid  | 117.121.230.0/24 |        4613 |
| 657 | Valid | Valid  | 117.121.231.0/24 |        4613 |
| 658 | Valid | Valid  | 117.121.232.0/24 |        4613 |
| 659 | Valid | Valid  | 117.121.234.0/24 |        4613 |
| 660 | Valid | Valid  | 117.121.235.0/24 |        4613 |
| 661 | Valid | Valid  | 117.121.236.0/24 |        4613 |
| 662 | Valid | Valid  | 117.121.237.0/24 |        4613 |
| 663 | Valid | Valid  | 117.121.238.0/24 |        4613 |
| 664 | Valid | Valid  | 117.121.239.0/24 |        4613 |
| 665 | Valid | Valid  | 118.91.160.0/20  |       24550 |
| 666 | Valid | Valid  | 118.91.160.0/21  |       24550 |
| 667 | Valid | Valid  | 118.91.160.0/24  |       24550 |
| 668 | Valid | Valid  | 118.91.161.0/24  |       24550 |
| 669 | Valid | Valid  | 118.91.162.0/24  |       24550 |
| 670 | Valid | Valid  | 118.91.163.0/24  |       24550 |
| 671 | Valid | Valid  | 118.91.164.0/24  |       24550 |
| 672 | Valid | Valid  | 118.91.165.0/24  |       24550 |
| 673 | Valid | Valid  | 118.91.167.0/24  |       24550 |
| 674 | Valid | Valid  | 118.91.168.0/24  |       24550 |
| 675 | Valid | Valid  | 118.91.169.0/24  |       24550 |
| 676 | Valid | Valid  | 118.91.170.0/24  |       24550 |
| 677 | Valid | Valid  | 118.91.171.0/24  |       24550 |
| 678 | Valid | Valid  | 118.91.172.0/24  |       24550 |
| 679 | Valid | Valid  | 118.91.175.0/24  |       24550 |
| 680 | Valid | Valid  | 120.89.96.0/19   |       23752 |
| 681 | Valid | Valid  | 120.89.96.0/24   |       23752 |
| 682 | Valid | Valid  | 120.89.97.0/24   |       23752 |
| 683 | Valid | Valid  | 120.89.98.0/24   |       23752 |
| 684 | Valid | Valid  | 120.89.99.0/24   |       23752 |
| 685 | Valid | Valid  | 120.89.100.0/24  |       23752 |
| 686 | Valid | Valid  | 120.89.101.0/24  |       23752 |
| 687 | Valid | Valid  | 120.89.102.0/23  |       23752 |
| 688 | Valid | Valid  | 120.89.102.0/24  |       23752 |
| 689 | Valid | Valid  | 120.89.103.0/24  |       23752 |
| 690 | Valid | Valid  | 120.89.104.0/21  |       23752 |
| 691 | Valid | Valid  | 120.89.104.0/22  |       23752 |
| 692 | Valid | Valid  | 120.89.108.0/22  |       23752 |
| 693 | Valid | Valid  | 120.89.112.0/20  |       23752 |
| 694 | Valid | Valid  | 120.89.112.0/21  |       23752 |
| 695 | Valid | Valid  | 120.89.120.0/22  |       23752 |
| 696 | Valid | Valid  | 122.254.80.0/21  |       45650 |
| 697 | Valid | Valid  | 122.254.80.0/22  |       45650 |
| 698 | Valid | Valid  | 122.254.84.0/22  |       45650 |
| 699 | Valid | Valid  | 122.254.88.0/22  |       45650 |
| 700 | Valid | Valid  | 122.254.88.0/23  |       45650 |
| 701 | Valid | Valid  | 122.254.90.0/23  |       45650 |
| 702 | Valid | Valid  | 123.253.120.0/22 |      133557 |
| 703 | Valid | Valid  | 123.253.120.0/24 |      133557 |
| 704 | Valid | Valid  | 123.253.122.0/24 |      133557 |
| 705 | Valid | Valid  | 124.41.192.0/19  |       17501 |
| 706 | Valid | Valid  | 124.41.193.0/24  |       17501 |
| 707 | Valid | Valid  | 124.41.194.0/24  |       17501 |
| 708 | Valid | Valid  | 124.41.196.0/24  |       17501 |
| 709 | Valid | Valid  | 124.41.197.0/24  |       17501 |
| 710 | Valid | Valid  | 124.41.198.0/24  |       17501 |
| 711 | Valid | Valid  | 124.41.201.0/24  |       17501 |
| 712 | Valid | Valid  | 124.41.202.0/24  |       17501 |
| 713 | Valid | Valid  | 124.41.203.0/24  |       17501 |
| 714 | Valid | Valid  | 124.41.204.0/24  |       17501 |
| 715 | Valid | Valid  | 124.41.205.0/24  |       17501 |
| 716 | Valid | Valid  | 124.41.206.0/24  |       17501 |
| 717 | Valid | Valid  | 124.41.207.0/24  |       17501 |
| 718 | Valid | Valid  | 124.41.208.0/24  |       17501 |
| 719 | Valid | Valid  | 124.41.210.0/24  |       17501 |
| 720 | Valid | Valid  | 124.41.211.0/24  |       17501 |
| 721 | Valid | Valid  | 124.41.212.0/24  |       17501 |
| 722 | Valid | Valid  | 124.41.213.0/24  |       17501 |
| 723 | Valid | Valid  | 124.41.214.0/24  |       17501 |
| 724 | Valid | Valid  | 124.41.215.0/24  |       17501 |
| 725 | Valid | Valid  | 124.41.216.0/24  |       17501 |
| 726 | Valid | Valid  | 124.41.217.0/24  |       17501 |
| 727 | Valid | Valid  | 124.41.218.0/24  |       17501 |
| 728 | Valid | Valid  | 124.41.219.0/24  |       17501 |
| 729 | Valid | Valid  | 124.41.220.0/24  |       17501 |
| 730 | Valid | Valid  | 124.41.221.0/24  |       17501 |
| 731 | Valid | Valid  | 124.41.222.0/24  |       17501 |
| 732 | Valid | Valid  | 124.41.223.0/24  |       17501 |
| 733 | Valid | Valid  | 124.41.224.0/20  |       17501 |
| 734 | Valid | Valid  | 124.41.224.0/24  |       17501 |
| 735 | Valid | Valid  | 124.41.226.0/24  |       17501 |
| 736 | Valid | Valid  | 124.41.227.0/24  |       17501 |
| 737 | Valid | Valid  | 124.41.228.0/24  |       17501 |
| 738 | Valid | Valid  | 124.41.229.0/24  |       17501 |
| 739 | Valid | Valid  | 124.41.232.0/24  |       17501 |
| 740 | Valid | Valid  | 124.41.233.0/24  |       17501 |
| 741 | Valid | Valid  | 124.41.234.0/23  |       17501 |
| 742 | Valid | Valid  | 124.41.236.0/23  |       17501 |
| 743 | Valid | Valid  | 124.41.238.0/24  |       17501 |
| 744 | Valid | Valid  | 124.41.239.0/24  |       17501 |
| 745 | Valid | Valid  | 124.41.240.0/22  |       17501 |
| 746 | Valid | Valid  | 124.41.240.0/24  |       17501 |
| 747 | Valid | Valid  | 124.41.241.0/24  |       17501 |
| 748 | Valid | Valid  | 124.41.242.0/24  |       17501 |
| 749 | Valid | Valid  | 124.41.243.0/24  |       17501 |
| 750 | Valid | Valid  | 124.41.248.0/21  |       17501 |
| 751 | Valid | Valid  | 124.41.248.0/24  |       17501 |
| 752 | Valid | Valid  | 124.41.249.0/24  |       17501 |
| 753 | Valid | Valid  | 124.41.250.0/24  |       17501 |
| 754 | Valid | Valid  | 124.41.252.0/24  |       17501 |
| 755 | Valid | Valid  | 139.5.68.0/22    |       17501 |
| 756 | Valid | Valid  | 139.5.69.0/24    |       17501 |
| 757 | Valid | Valid  | 139.5.70.0/24    |       17501 |
| 758 | Valid | Valid  | 139.5.71.0/24    |       17501 |
| 759 | Valid | Valid  | 139.5.72.0/22    |       17501 |
| 760 | Valid | Valid  | 139.5.72.0/24    |       17501 |
| 761 | Valid | Valid  | 139.5.73.0/24    |       17501 |
| 762 | Valid | Valid  | 139.5.74.0/24    |       17501 |
| 763 | Valid | Valid  | 139.5.75.0/24    |       17501 |
| 764 | Valid | Valid  | 149.112.112.0/24 |       19281 |
| 765 | Valid | Valid  | 149.112.149.0/24 |       19281 |
| 766 | Valid | Valid  | 150.107.106.0/23 |       45650 |
| 767 | Valid | Valid  | 150.107.204.0/24 |       58504 |
| 768 | Valid | Valid  | 150.107.205.0/24 |       58504 |
| 769 | Valid | Valid  | 150.107.206.0/24 |       58504 |
| 770 | Valid | Valid  | 150.107.207.0/24 |       58504 |
| 771 | Valid | Valid  | 163.47.148.0/22  |        4007 |
| 772 | Valid | Valid  | 163.47.148.0/24  |        4007 |
| 773 | Valid | Valid  | 163.47.149.0/24  |        4007 |
| 774 | Valid | Valid  | 163.47.150.0/24  |        4007 |
| 775 | Valid | Valid  | 163.47.151.0/24  |        4007 |
| 776 | Valid | Valid  | 163.53.24.0/24   |        4007 |
| 777 | Valid | Valid  | 163.53.25.0/24   |        4007 |
| 778 | Valid | Valid  | 163.53.26.0/23   |       45650 |
| 779 | Valid | Valid  | 170.210.180.0/24 |          42 |
| 780 | Valid | Valid  | 182.50.64.0/24   |       55427 |
| 781 | Valid | Valid  | 182.50.65.0/24   |       55427 |
| 782 | Valid | Valid  | 182.50.66.0/24   |       55427 |
| 783 | Valid | Valid  | 182.50.67.0/24   |       55427 |
| 784 | Valid | Valid  | 182.54.156.0/22  |       45424 |
| 785 | Valid | Valid  | 182.54.156.0/24  |       45424 |
| 786 | Valid | Valid  | 182.54.157.0/24  |       45424 |
| 787 | Valid | Valid  | 182.54.158.0/24  |       45424 |
| 788 | Valid | Valid  | 182.54.159.0/24  |       45424 |
| 789 | Valid | Valid  | 182.93.64.0/19   |        4007 |
| 790 | Valid | Valid  | 182.93.71.0/24   |        4007 |
| 791 | Valid | Valid  | 182.93.72.0/24   |        4007 |
| 792 | Valid | Valid  | 182.93.75.0/24   |        4007 |
| 793 | Valid | Valid  | 182.93.77.0/24   |        4007 |
| 794 | Valid | Valid  | 182.93.78.0/23   |        4007 |
| 795 | Valid | Valid  | 182.93.79.0/24   |        4007 |
| 796 | Valid | Valid  | 182.93.80.0/24   |        4007 |
| 797 | Valid | Valid  | 182.93.82.0/23   |        4007 |
| 798 | Valid | Valid  | 182.93.83.0/24   |        4007 |
| 799 | Valid | Valid  | 182.93.84.0/24   |        4007 |
| 800 | Valid | Valid  | 182.93.86.0/24   |        4007 |
| 801 | Valid | Valid  | 182.93.88.0/22   |        4007 |
| 802 | Valid | Valid  | 182.93.89.0/24   |        4007 |
| 803 | Valid | Valid  | 182.93.91.0/24   |        4007 |
| 804 | Valid | Valid  | 182.93.92.0/22   |        4007 |
| 805 | Valid | Valid  | 182.93.92.0/24   |        4007 |
| 806 | Valid | Valid  | 182.93.93.0/24   |        4007 |
| 807 | Valid | Valid  | 182.93.94.0/24   |        4007 |
| 808 | Valid | Valid  | 182.93.95.0/24   |        4007 |
| 809 | Valid | Valid  | 183.91.132.0/22  |       45170 |
| 812 | Valid | Valid  | 194.0.17.0/24    |          42 |
| 814 | Valid | Valid  | 194.0.36.0/24    |          42 |
| 815 | Valid | Valid  | 194.0.42.0/24    |          42 |
| 819 | Valid | Valid  | 198.182.167.0/24 |          42 |
| 822 | Valid | Valid  | 199.184.182.0/24 |          42 |
| 823 | Valid | Valid  | 199.254.171.0/24 |          42 |
| 825 | Valid | Valid  | 202.8.108.0/23   |      136530 |
| 826 | Valid | Valid  | 202.8.108.0/24   |      136530 |
| 827 | Valid | Valid  | 202.8.109.0/24   |      136530 |
| 828 | Valid | Valid  | 202.8.110.0/23   |      136530 |
| 829 | Valid | Valid  | 202.8.110.0/24   |      136530 |
| 830 | Valid | Valid  | 202.8.111.0/24   |      136530 |
| 836 | Valid | Valid  | 202.50.52.0/22   |       56204 |
| 837 | Valid | Valid  | 202.50.52.0/24   |       56204 |
| 840 | Valid | Valid  | 202.50.53.0/24   |       56204 |
| 841 | Valid | Valid  | 202.50.54.0/24   |       56204 |
| 842 | Valid | Valid  | 202.50.55.0/24   |       56204 |
| 849 | Valid | Valid  | 202.51.68.0/24   |       45650 |
| 850 | Valid | Valid  | 202.51.69.0/24   |        4007 |
| 851 | Valid | Valid  | 202.51.70.0/24   |       45845 |
| 852 | Valid | Valid  | 202.51.71.0/24   |       45845 |
| 853 | Valid | Valid  | 202.51.72.0/24   |       63991 |
| 854 | Valid | Valid  | 202.51.74.0/23   |       23647 |
| 855 | Valid | Valid  | 202.51.76.0/24   |       45650 |
| 856 | Valid | Valid  | 202.51.77.0/24   |       45845 |
| 857 | Valid | Valid  | 202.51.80.0/24   |        4007 |
| 858 | Valid | Valid  | 202.51.84.0/22   |       45650 |
| 859 | Valid | Valid  | 202.51.84.0/23   |       45650 |
| 860 | Valid | Valid  | 202.51.86.0/23   |       45650 |
| 861 | Valid | Valid  | 202.51.88.0/23   |        4007 |
| 862 | Valid | Valid  | 202.51.88.0/24   |        4007 |
| 863 | Valid | Valid  | 202.51.90.0/23   |       45650 |
| 864 | Valid | Valid  | 202.51.92.0/24   |        4007 |
| 865 | Valid | Valid  | 202.51.94.0/23   |       45845 |
| 866 | Valid | Valid  | 202.51.95.0/24   |       45845 |
| 868 | Valid | Valid  | 202.52.224.0/24  |        4613 |
| 869 | Valid | Valid  | 202.52.225.0/24  |        4613 |
| 870 | Valid | Valid  | 202.52.228.0/24  |        4613 |
| 871 | Valid | Valid  | 202.52.229.0/24  |        4613 |
| 872 | Valid | Valid  | 202.52.230.0/24  |        4613 |
| 873 | Valid | Valid  | 202.52.231.0/24  |        4613 |
| 874 | Valid | Valid  | 202.52.232.0/24  |        4613 |
| 875 | Valid | Valid  | 202.52.233.0/24  |        4613 |
| 876 | Valid | Valid  | 202.52.234.0/24  |        4613 |
| 877 | Valid | Valid  | 202.52.235.0/24  |        4613 |
| 878 | Valid | Valid  | 202.52.236.0/24  |        4613 |
| 879 | Valid | Valid  | 202.52.237.0/24  |        4613 |
| 880 | Valid | Valid  | 202.52.238.0/24  |        4613 |
| 881 | Valid | Valid  | 202.52.239.0/24  |        4613 |
| 882 | Valid | Valid  | 202.52.240.0/24  |        4613 |
| 883 | Valid | Valid  | 202.52.241.0/24  |        4613 |
| 884 | Valid | Valid  | 202.52.242.0/24  |        4613 |
| 885 | Valid | Valid  | 202.52.243.0/24  |        4613 |
| 886 | Valid | Valid  | 202.52.244.0/24  |        4613 |
| 887 | Valid | Valid  | 202.52.245.0/24  |        4613 |
| 888 | Valid | Valid  | 202.52.247.0/24  |        4613 |
| 889 | Valid | Valid  | 202.52.248.0/24  |        4613 |
| 890 | Valid | Valid  | 202.52.249.0/24  |        4613 |
| 891 | Valid | Valid  | 202.52.252.0/24  |        4613 |
| 892 | Valid | Valid  | 202.52.253.0/24  |        4613 |
| 893 | Valid | Valid  | 202.52.254.0/24  |        4613 |
| 894 | Valid | Valid  | 202.52.255.0/24  |        4613 |
| 896 | Valid | Valid  | 202.63.240.0/21  |        4007 |
| 897 | Valid | Valid  | 202.63.240.0/24  |        4007 |
| 898 | Valid | Valid  | 202.63.241.0/24  |        4007 |
| 899 | Valid | Valid  | 202.63.242.0/23  |        4007 |
| 900 | Valid | Valid  | 202.63.243.0/24  |        4007 |
| 901 | Valid | Valid  | 202.63.244.0/22  |        4007 |
| 902 | Valid | Valid  | 202.63.245.0/24  |        4007 |
| 903 | Valid | Valid  | 202.63.247.0/24  |        4007 |
| 904 | Valid | Valid  | 202.70.64.0/19   |       23752 |
| 905 | Valid | Valid  | 202.70.64.0/22   |       23752 |
| 906 | Valid | Valid  | 202.70.64.0/24   |       23752 |
| 907 | Valid | Valid  | 202.70.68.0/22   |       23752 |
| 908 | Valid | Valid  | 202.70.72.0/22   |       23752 |
| 909 | Valid | Valid  | 202.70.74.0/24   |       23752 |
| 910 | Valid | Valid  | 202.70.76.0/22   |       23752 |
| 911 | Valid | Valid  | 202.70.80.0/22   |       23752 |
| 912 | Valid | Valid  | 202.70.81.0/24   |       23752 |
| 913 | Valid | Valid  | 202.70.83.0/24   |       23752 |
| 914 | Valid | Valid  | 202.70.84.0/22   |       23752 |
| 915 | Valid | Valid  | 202.70.88.0/22   |       23752 |
| 916 | Valid | Valid  | 202.70.92.0/22   |       23752 |
| 917 | Valid | Valid  | 202.79.32.0/20   |       17501 |
| 918 | Valid | Valid  | 202.79.32.0/24   |       17501 |
| 919 | Valid | Valid  | 202.79.34.0/24   |       17501 |
| 920 | Valid | Valid  | 202.79.35.0/24   |       17501 |
| 921 | Valid | Valid  | 202.79.36.0/24   |       17501 |
| 922 | Valid | Valid  | 202.79.38.0/24   |       17501 |
| 923 | Valid | Valid  | 202.79.39.0/24   |       17501 |
| 924 | Valid | Valid  | 202.79.40.0/24   |       17501 |
| 925 | Valid | Valid  | 202.79.41.0/24   |       17501 |
| 926 | Valid | Valid  | 202.79.43.0/24   |       17501 |
| 927 | Valid | Valid  | 202.79.44.0/24   |       17501 |
| 928 | Valid | Valid  | 202.79.45.0/24   |       17501 |
| 929 | Valid | Valid  | 202.79.46.0/24   |       17501 |
| 930 | Valid | Valid  | 202.79.47.0/24   |       17501 |
| 931 | Valid | Valid  | 202.79.48.0/20   |       17501 |
| 932 | Valid | Valid  | 202.79.49.0/24   |       17501 |
| 933 | Valid | Valid  | 202.79.50.0/24   |       17501 |
| 934 | Valid | Valid  | 202.79.51.0/24   |       17501 |
| 935 | Valid | Valid  | 202.79.52.0/24   |       17501 |
| 936 | Valid | Valid  | 202.79.54.0/24   |       17501 |
| 937 | Valid | Valid  | 202.79.55.0/24   |       17501 |
| 938 | Valid | Valid  | 202.79.57.0/24   |       17501 |
| 939 | Valid | Valid  | 202.79.58.0/24   |       17501 |
| 940 | Valid | Valid  | 202.79.59.0/24   |       17501 |
| 941 | Valid | Valid  | 202.79.60.0/24   |       17501 |
| 942 | Valid | Valid  | 202.79.61.0/24   |       17501 |
| 943 | Valid | Valid  | 202.94.66.0/24   |       55915 |
| 944 | Valid | Valid  | 202.129.248.0/22 |       45424 |
| 945 | Valid | Valid  | 202.129.248.0/24 |       45424 |
| 946 | Valid | Valid  | 202.129.249.0/24 |       45424 |
| 947 | Valid | Valid  | 202.129.250.0/24 |       45424 |
| 948 | Valid | Valid  | 202.129.251.0/24 |       45424 |
| 949 | Valid | Valid  | 202.166.192.0/20 |       17501 |
| 950 | Valid | Valid  | 202.166.192.0/24 |       17501 |
| 951 | Valid | Valid  | 202.166.193.0/24 |       17501 |
| 952 | Valid | Valid  | 202.166.194.0/23 |       17501 |
| 953 | Valid | Valid  | 202.166.194.0/24 |       17501 |
| 954 | Valid | Valid  | 202.166.196.0/24 |       17501 |
| 955 | Valid | Valid  | 202.166.197.0/24 |       17501 |
| 956 | Valid | Valid  | 202.166.198.0/24 |       17501 |
| 957 | Valid | Valid  | 202.166.199.0/24 |       17501 |
| 958 | Valid | Valid  | 202.166.200.0/23 |       17501 |
| 959 | Valid | Valid  | 202.166.200.0/24 |       17501 |
| 960 | Valid | Valid  | 202.166.202.0/24 |       17501 |
| 961 | Valid | Valid  | 202.166.203.0/24 |       17501 |
| 962 | Valid | Valid  | 202.166.205.0/24 |       17501 |
| 963 | Valid | Valid  | 202.166.206.0/24 |       17501 |
| 964 | Valid | Valid  | 202.166.207.0/24 |       17501 |
| 965 | Valid | Valid  | 202.166.208.0/20 |       17501 |
| 966 | Valid | Valid  | 202.166.208.0/24 |       17501 |
| 967 | Valid | Valid  | 202.166.210.0/24 |       17501 |
| 968 | Valid | Valid  | 202.166.211.0/24 |       17501 |
| 969 | Valid | Valid  | 202.166.212.0/24 |       17501 |
| 970 | Valid | Valid  | 202.166.214.0/24 |       17501 |
| 971 | Valid | Valid  | 202.166.215.0/24 |       17501 |
| 972 | Valid | Valid  | 202.166.216.0/24 |       17501 |
| 973 | Valid | Valid  | 202.166.217.0/24 |       17501 |
| 974 | Valid | Valid  | 202.166.219.0/24 |       17501 |
