###############################################################################################
IPv4 route check output
###############################################################################################



IRR - Valid, RPKI - Valid: 866 prefixes
============================================================================================
+-----+-------+--------+------------------+-------------+
|     | irr   | rpki   | prefix           |   origin_as |
| 975 | Valid | Valid  | 202.166.220.0/24 |       17501 |
| 976 | Valid | Valid  | 202.166.223.0/24 |       17501 |
| 977 | Valid | Valid  | 203.78.160.0/24  |       18395 |
| 978 | Valid | Valid  | 203.78.162.0/24  |       18395 |
| 979 | Valid | Valid  | 203.78.165.0/24  |       18395 |
| 980 | Valid | Valid  | 204.19.119.0/24  |          42 |
| 981 | Valid | Valid  | 204.26.57.0/24   |          42 |
| 982 | Valid | Valid  | 204.61.216.0/23  |          42 |
| 983 | Valid | Valid  | 205.132.46.0/24  |          42 |
| 984 | Valid | Valid  | 206.51.254.0/24  |          42 |
| 985 | Valid | Valid  | 206.51.255.0/24  |          42 |
| 986 | Valid | Valid  | 206.108.113.0/24 |          42 |
| 987 | Valid | Valid  | 207.34.6.0/24    |          42 |
| 988 | Valid | Valid  | 207.34.7.0/24    |          42 |
+-----+-------+--------+------------------+-------------+



IRR - Valid, RPKI - Invalid: 0 prefixes
============================================================================================



IRR - Valid, RPKI - NotFound: 58 prefixes
============================================================================================
+-----+-------+----------+------------------+-------------+
|     | irr   | rpki     | prefix           |   origin_as |
|-----+-------+----------+------------------+-------------|
| 211 | Valid | NotFound | 65.22.43.0/24    |          42 |
| 244 | Valid | NotFound | 103.15.176.0/24  |      132346 |
| 254 | Valid | NotFound | 103.43.168.0/22  |      134504 |
| 267 | Valid | NotFound | 103.69.124.0/22  |      131341 |
| 278 | Valid | NotFound | 103.81.136.0/24  |      132407 |
| 301 | Valid | NotFound | 103.94.220.0/22  |      136734 |
| 302 | Valid | NotFound | 103.94.220.0/24  |      136734 |
| 303 | Valid | NotFound | 103.94.221.0/24  |      136734 |
| 304 | Valid | NotFound | 103.94.222.0/24  |      136734 |
| 352 | Valid | NotFound | 103.109.228.0/23 |      136047 |
| 353 | Valid | NotFound | 103.109.230.0/23 |      136047 |
| 358 | Valid | NotFound | 103.115.84.0/22  |      137829 |
| 360 | Valid | NotFound | 103.116.48.0/24  |      137880 |
| 371 | Valid | NotFound | 103.124.96.0/22  |      138388 |
| 372 | Valid | NotFound | 103.124.96.0/24  |      138388 |
| 373 | Valid | NotFound | 103.124.97.0/24  |      138388 |
| 374 | Valid | NotFound | 103.124.98.0/24  |      138388 |
| 375 | Valid | NotFound | 103.124.99.0/24  |      138388 |
| 401 | Valid | NotFound | 103.137.10.0/24  |      137880 |
| 447 | Valid | NotFound | 103.153.232.0/23 |      140966 |
| 448 | Valid | NotFound | 103.153.232.0/24 |      140966 |
| 449 | Valid | NotFound | 103.153.233.0/24 |      140966 |
| 452 | Valid | NotFound | 103.154.46.0/23  |      135335 |
| 453 | Valid | NotFound | 103.154.46.0/24  |      135335 |
| 454 | Valid | NotFound | 103.154.47.0/24  |      135335 |
| 461 | Valid | NotFound | 103.155.68.0/23  |      141047 |
| 462 | Valid | NotFound | 103.155.68.0/24  |      141047 |
| 463 | Valid | NotFound | 103.155.182.0/23 |       56196 |
| 466 | Valid | NotFound | 103.157.90.0/23  |      137880 |
| 467 | Valid | NotFound | 103.157.90.0/24  |      137880 |
| 468 | Valid | NotFound | 103.157.91.0/24  |      137880 |
| 469 | Valid | NotFound | 103.158.110.0/24 |      141410 |
| 473 | Valid | NotFound | 103.160.83.0/24  |       24550 |
| 483 | Valid | NotFound | 103.163.70.0/23  |      134951 |
| 491 | Valid | NotFound | 103.166.172.0/23 |      140072 |
| 492 | Valid | NotFound | 103.166.172.0/24 |      140072 |
| 493 | Valid | NotFound | 103.166.173.0/24 |      140072 |
| 810 | Valid | NotFound | 189.201.244.0/23 |          42 |
| 811 | Valid | NotFound | 192.203.230.0/24 |       21556 |
| 813 | Valid | NotFound | 194.0.27.0/24    |          42 |
| 816 | Valid | NotFound | 194.0.47.0/24    |          42 |
| 817 | Valid | NotFound | 194.117.58.0/24  |          42 |
| 818 | Valid | NotFound | 198.32.126.0/24  |       24474 |
| 820 | Valid | NotFound | 199.4.137.0/24   |          42 |
| 821 | Valid | NotFound | 199.7.91.0/24    |       10886 |
| 824 | Valid | NotFound | 200.108.148.0/24 |          42 |
| 831 | Valid | NotFound | 202.45.144.0/22  |       45353 |
| 832 | Valid | NotFound | 202.45.144.0/24  |       45353 |
| 833 | Valid | NotFound | 202.45.145.0/24  |       45353 |
| 834 | Valid | NotFound | 202.45.146.0/24  |       45353 |
| 835 | Valid | NotFound | 202.45.147.0/24  |       45353 |
| 843 | Valid | NotFound | 202.51.0.0/22    |       24504 |
| 844 | Valid | NotFound | 202.51.0.0/24    |       24504 |
| 845 | Valid | NotFound | 202.51.1.0/24    |       24504 |
| 846 | Valid | NotFound | 202.51.2.0/24    |       24504 |
| 847 | Valid | NotFound | 202.51.3.0/24    |       24504 |
| 867 | Valid | NotFound | 202.52.0.0/23    |       45170 |
| 895 | Valid | NotFound | 202.53.0.0/22    |       38217 |
+-----+-------+----------+------------------+-------------+



IRR - Valid, RPKI - Invalid,more-specific: 2 prefixes
============================================================================================
+-----+-------+-----------------------+-----------------+-------------+
|     | irr   | rpki                  | prefix          |   origin_as |
|-----+-------+-----------------------+-----------------+-------------|
| 622 | Valid | Invalid,more-specific | 116.66.192.0/22 |        4007 |
| 626 | Valid | Invalid,more-specific | 116.66.198.0/23 |        4007 |
+-----+-------+-----------------------+-----------------+-------------+



IRR - Invalid, RPKI - Valid: 0 prefixes
============================================================================================



IRR - Invalid, RPKI - Invalid: 4 prefixes
============================================================================================
+-----+---------+---------+--------------------+-------------+
|     | irr     | rpki    | prefix             |   origin_as |
|-----+---------+---------+--------------------+-------------|
| 138 | Invalid | Invalid | 45.121.35.0/24     |      134995 |
| 397 | Invalid | Invalid | 103.134.216.212/30 |       55915 |
| 457 | Invalid | Invalid | 103.155.20.16/30   |       55915 |
| 848 | Invalid | Invalid | 202.51.64.0/24     |       65009 |
+-----+---------+---------+--------------------+-------------+



IRR - Invalid, RPKI - NotFound: 0 prefixes
============================================================================================



IRR - Invalid, RPKI - Invalid,more-specific: 0 prefixes
============================================================================================



IRR - NotFound, RPKI - Valid: 3 prefixes
============================================================================================
+-----+----------+--------+-----------------+-------------+
|     | irr      | rpki   | prefix          |   origin_as |
|-----+----------+--------+-----------------+-------------|
| 144 | NotFound | Valid  | 45.139.188.0/22 |       45650 |
| 145 | NotFound | Valid  | 45.139.188.0/23 |       45650 |
| 146 | NotFound | Valid  | 45.139.190.0/23 |       45650 |
+-----+----------+--------+-----------------+-------------+



IRR - NotFound, RPKI - Invalid: 0 prefixes
============================================================================================



IRR - NotFound, RPKI - NotFound: 16 prefixes
============================================================================================
+-----+----------+----------+------------------+-------------+
|     | irr      | rpki     | prefix           |   origin_as |
|-----+----------+----------+------------------+-------------|
| 279 | NotFound | NotFound | 103.83.228.0/23  |      136219 |
| 328 | NotFound | NotFound | 103.101.236.0/23 |       58459 |
| 329 | NotFound | NotFound | 103.101.236.0/24 |       58459 |
| 330 | NotFound | NotFound | 103.101.237.0/24 |       17501 |
| 331 | NotFound | NotFound | 103.101.252.0/24 |      137011 |
| 386 | NotFound | NotFound | 103.127.48.0/23  |      138500 |
| 387 | NotFound | NotFound | 103.127.48.0/24  |      138500 |
| 410 | NotFound | NotFound | 103.139.254.0/23 |      139224 |
| 413 | NotFound | NotFound | 103.140.0.0/23   |      139256 |
| 414 | NotFound | NotFound | 103.140.1.0/24   |      139256 |
| 431 | NotFound | NotFound | 103.147.62.0/23  |      139922 |
| 432 | NotFound | NotFound | 103.147.62.0/24  |      139922 |
| 433 | NotFound | NotFound | 103.147.63.0/24  |      139922 |
| 480 | NotFound | NotFound | 103.162.234.0/23 |      141732 |
| 481 | NotFound | NotFound | 103.162.234.0/24 |      141732 |
| 482 | NotFound | NotFound | 103.162.235.0/24 |      141732 |
+-----+----------+----------+------------------+-------------+



IRR - NotFound, RPKI - Invalid,more-specific: 0 prefixes
============================================================================================



IRR - Invalid,more-specific, RPKI - Valid: 2 prefixes
============================================================================================
+-----+-----------------------+--------+------------------+-------------+
|     | irr                   | rpki   | prefix           |   origin_as |
|-----+-----------------------+--------+------------------+-------------|
| 404 | Invalid,more-specific | Valid  | 103.137.200.0/24 |      138964 |
| 405 | Invalid,more-specific | Valid  | 103.137.201.0/24 |      138964 |
+-----+-----------------------+--------+------------------+-------------+



IRR - Invalid,more-specific, RPKI - Invalid: 0 prefixes
============================================================================================



IRR - Invalid,more-specific, RPKI - NotFound: 2 prefixes
============================================================================================
+-----+-----------------------+----------+-----------------+-------------+
|     | irr                   | rpki     | prefix          |   origin_as |
|-----+-----------------------+----------+-----------------+-------------|
| 268 | Invalid,more-specific | NotFound | 103.69.124.0/23 |      131341 |
| 269 | Invalid,more-specific | NotFound | 103.69.126.0/23 |      131341 |
+-----+-----------------------+----------+-----------------+-------------+



IRR - Invalid,more-specific, RPKI - Invalid,more-specific: 36 prefixes
============================================================================================
+-----+-----------------------+-----------------------+-----------------+-------------+
|     | irr                   | rpki                  | prefix          |   origin_as |
|-----+-----------------------+-----------------------+-----------------+-------------|
|  88 | Invalid,more-specific | Invalid,more-specific | 36.252.0.0/20   |       38565 |
|  89 | Invalid,more-specific | Invalid,more-specific | 36.252.16.0/20  |       38565 |
|  90 | Invalid,more-specific | Invalid,more-specific | 36.252.32.0/20  |       38565 |
|  91 | Invalid,more-specific | Invalid,more-specific | 36.252.48.0/20  |       38565 |
|  93 | Invalid,more-specific | Invalid,more-specific | 36.252.64.0/20  |       38565 |
|  94 | Invalid,more-specific | Invalid,more-specific | 36.252.80.0/20  |       38565 |
|  95 | Invalid,more-specific | Invalid,more-specific | 36.252.96.0/20  |       38565 |
|  96 | Invalid,more-specific | Invalid,more-specific | 36.252.112.0/20 |       38565 |
|  99 | Invalid,more-specific | Invalid,more-specific | 36.252.128.0/19 |       38565 |
| 100 | Invalid,more-specific | Invalid,more-specific | 36.252.128.0/20 |       38565 |
| 101 | Invalid,more-specific | Invalid,more-specific | 36.252.144.0/20 |       38565 |
| 102 | Invalid,more-specific | Invalid,more-specific | 36.252.160.0/20 |       38565 |
| 103 | Invalid,more-specific | Invalid,more-specific | 36.252.176.0/20 |       38565 |
| 105 | Invalid,more-specific | Invalid,more-specific | 36.252.192.0/20 |       38565 |
| 106 | Invalid,more-specific | Invalid,more-specific | 36.252.208.0/20 |       38565 |
| 107 | Invalid,more-specific | Invalid,more-specific | 36.252.224.0/20 |       38565 |
| 108 | Invalid,more-specific | Invalid,more-specific | 36.252.240.0/20 |       38565 |
| 150 | Invalid,more-specific | Invalid,more-specific | 49.126.0.0/20   |       38565 |
| 151 | Invalid,more-specific | Invalid,more-specific | 49.126.16.0/20  |       38565 |
| 152 | Invalid,more-specific | Invalid,more-specific | 49.126.32.0/20  |       38565 |
| 153 | Invalid,more-specific | Invalid,more-specific | 49.126.48.0/20  |       38565 |
| 155 | Invalid,more-specific | Invalid,more-specific | 49.126.64.0/20  |       38565 |
| 156 | Invalid,more-specific | Invalid,more-specific | 49.126.80.0/20  |       38565 |
| 157 | Invalid,more-specific | Invalid,more-specific | 49.126.96.0/20  |       38565 |
| 158 | Invalid,more-specific | Invalid,more-specific | 49.126.112.0/20 |       38565 |
| 161 | Invalid,more-specific | Invalid,more-specific | 49.126.128.0/20 |       38565 |
| 162 | Invalid,more-specific | Invalid,more-specific | 49.126.144.0/20 |       38565 |
| 163 | Invalid,more-specific | Invalid,more-specific | 49.126.160.0/20 |       38565 |
| 164 | Invalid,more-specific | Invalid,more-specific | 49.126.176.0/20 |       38565 |
| 166 | Invalid,more-specific | Invalid,more-specific | 49.126.192.0/20 |       38565 |
| 167 | Invalid,more-specific | Invalid,more-specific | 49.126.208.0/20 |       38565 |
| 168 | Invalid,more-specific | Invalid,more-specific | 49.126.224.0/20 |       38565 |
| 169 | Invalid,more-specific | Invalid,more-specific | 49.126.240.0/20 |       38565 |
| 289 | Invalid,more-specific | Invalid,more-specific | 103.90.84.0/24  |       23647 |
| 838 | Invalid,more-specific | Invalid,more-specific | 202.50.52.2/32  |       56204 |
| 839 | Invalid,more-specific | Invalid,more-specific | 202.50.52.9/32  |       56204 |
+-----+-----------------------+-----------------------+-----------------+-------------+






###############################################################################################
IPv6 route check output
###############################################################################################



IRR - Valid, RPKI - Valid: 103 prefixes
============================================================================================
+-----+-------+--------+---------------------+-------------+
|     | irr   | rpki   | prefix              |   origin_as |
|-----+-------+--------+---------------------+-------------|
|   0 | Valid | Valid  | 2001:500:14::/48    |          42 |
|   5 | Valid | Valid  | 2001:678:3::/48     |          42 |
|   7 | Valid | Valid  | 2001:678:4c::/48    |          42 |
|   8 | Valid | Valid  | 2001:678:60::/48    |          42 |
|  10 | Valid | Valid  | 2001:678:94::/48    |          42 |
|  12 | Valid | Valid  | 2001:df3:ad00::/48  |      137275 |
|  13 | Valid | Valid  | 2001:df4:d180::/48  |      140050 |
|  34 | Valid | Valid  | 2400:9700::/32      |       24550 |
|  35 | Valid | Valid  | 2400:9700:100::/44  |       24550 |
|  36 | Valid | Valid  | 2400:9700:110::/44  |       24550 |
|  37 | Valid | Valid  | 2400:f0c0::/32      |      136477 |
|  47 | Valid | Valid  | 2400:f6c0::/32      |      136530 |
|  48 | Valid | Valid  | 2401:7f40::/32      |      136908 |
|  55 | Valid | Valid  | 2402:6640::/32      |      134995 |
|  56 | Valid | Valid  | 2402:6640:5::/48    |      134995 |
|  58 | Valid | Valid  | 2402:6640:18::/48   |      134995 |
|  59 | Valid | Valid  | 2402:6640:19::/48   |      134995 |
|  60 | Valid | Valid  | 2402:6640:21::/48   |      134995 |
|  61 | Valid | Valid  | 2402:6640:22::/48   |      134995 |
|  62 | Valid | Valid  | 2402:6640:23::/48   |      134995 |
|  63 | Valid | Valid  | 2402:6640:25::/48   |      134995 |
|  64 | Valid | Valid  | 2402:6640:26::/48   |      134995 |
|  65 | Valid | Valid  | 2402:6640:fce::/48  |      134995 |
|  66 | Valid | Valid  | 2403:1740::/32      |      136763 |
|  67 | Valid | Valid  | 2403:3800::/32      |        4007 |
|  68 | Valid | Valid  | 2403:3800:8::/48    |        4007 |
|  69 | Valid | Valid  | 2403:3800:600::/48  |        4007 |
|  70 | Valid | Valid  | 2403:3800:700::/48  |        4007 |
|  73 | Valid | Valid  | 2404:2c00::/32      |       45170 |
|  74 | Valid | Valid  | 2405:55c0::/32      |       63991 |
|  75 | Valid | Valid  | 2405:55c0::/48      |       63991 |
|  76 | Valid | Valid  | 2405:55c0:54::/48   |       63991 |
|  77 | Valid | Valid  | 2405:55c0:80::/48   |       63991 |
|  79 | Valid | Valid  | 2406:e1c0::/32      |      141459 |
|  80 | Valid | Valid  | 2406:e1c0:5::/48    |      141459 |
|  81 | Valid | Valid  | 2406:e1c0:fce::/48  |      141459 |
|  90 | Valid | Valid  | 2407:5200::/32      |       55915 |
|  91 | Valid | Valid  | 2407:5200:32::/48   |       55915 |
|  92 | Valid | Valid  | 2407:5200:48::/48   |       55915 |
|  94 | Valid | Valid  | 2407:5200:200::/46  |       55915 |
|  95 | Valid | Valid  | 2407:5200:200::/48  |       55915 |
|  96 | Valid | Valid  | 2407:5200:204::/46  |       55915 |
|  97 | Valid | Valid  | 2407:5200:300::/48  |       55915 |
|  98 | Valid | Valid  | 2407:5200:400::/48  |       55915 |
|  99 | Valid | Valid  | 2407:5200:401::/48  |       55915 |
| 100 | Valid | Valid  | 2407:5200:4920::/46 |       55915 |
| 101 | Valid | Valid  | 2407:5280::/36      |      133557 |
| 102 | Valid | Valid  | 2407:5280:200::/45  |      133557 |
| 103 | Valid | Valid  | 2407:5280:200::/48  |      133557 |
| 104 | Valid | Valid  | 2407:5280:201::/48  |      133557 |
| 105 | Valid | Valid  | 2407:5280:202::/48  |      133557 |
| 106 | Valid | Valid  | 2407:5280:203::/48  |      133557 |
| 107 | Valid | Valid  | 2407:5280:204::/48  |      133557 |
| 108 | Valid | Valid  | 2407:5280:205::/48  |      133557 |
| 109 | Valid | Valid  | 2407:5280:206::/48  |      133557 |
| 110 | Valid | Valid  | 2407:5280:207::/48  |      133557 |
| 111 | Valid | Valid  | 2407:5280:300::/45  |      133557 |
| 112 | Valid | Valid  | 2407:5280:300::/48  |      133557 |
| 113 | Valid | Valid  | 2407:5280:301::/48  |      133557 |
| 114 | Valid | Valid  | 2407:5280:302::/48  |      133557 |
| 115 | Valid | Valid  | 2407:5280:303::/48  |      133557 |
| 116 | Valid | Valid  | 2407:5280:304::/48  |      133557 |
| 117 | Valid | Valid  | 2407:5280:305::/48  |      133557 |
| 118 | Valid | Valid  | 2407:5280:301::/48  |      133557 |
| 119 | Valid | Valid  | 2407:5280:307::/48  |      133557 |
| 120 | Valid | Valid  | 2407:5280:500::/45  |      133557 |
| 121 | Valid | Valid  | 2407:5280:500::/48  |      133557 |
| 122 | Valid | Valid  | 2407:5280:501::/48  |      133557 |
| 123 | Valid | Valid  | 2407:5280:502::/48  |      133557 |
| 124 | Valid | Valid  | 2407:5280:503::/48  |      133557 |
| 125 | Valid | Valid  | 2407:5280:504::/48  |      133557 |
| 126 | Valid | Valid  | 2407:5280:505::/48  |      133557 |
| 127 | Valid | Valid  | 2407:5280:506::/48  |      133557 |
| 128 | Valid | Valid  | 2407:5280:507::/48  |      133557 |
| 129 | Valid | Valid  | 2407:54c0::/32      |      142065 |
| 131 | Valid | Valid  | 2620:0:870::/48     |        3856 |
| 132 | Valid | Valid  | 2620:fe::/48        |       19281 |
| 133 | Valid | Valid  | 2620:171:800::/48   |          42 |
| 134 | Valid | Valid  | 2620:171:801::/48   |          42 |
| 135 | Valid | Valid  | 2620:171:802::/48   |          42 |
| 136 | Valid | Valid  | 2620:171:803::/48   |          42 |
| 137 | Valid | Valid  | 2620:171:804::/48   |          42 |
| 138 | Valid | Valid  | 2620:171:805::/48   |          42 |
| 139 | Valid | Valid  | 2620:171:806::/48   |          42 |
| 140 | Valid | Valid  | 2620:171:807::/48   |          42 |
| 141 | Valid | Valid  | 2620:171:808::/48   |          42 |
| 142 | Valid | Valid  | 2620:171:a00::/48   |          42 |
| 143 | Valid | Valid  | 2620:171:a01::/48   |          42 |
| 144 | Valid | Valid  | 2620:171:a02::/48   |          42 |
| 145 | Valid | Valid  | 2620:171:a03::/48   |          42 |
| 146 | Valid | Valid  | 2620:171:a04::/48   |          42 |
| 147 | Valid | Valid  | 2620:171:a05::/48   |          42 |
| 148 | Valid | Valid  | 2620:171:a06::/48   |          42 |
| 149 | Valid | Valid  | 2620:171:a07::/48   |          42 |
| 150 | Valid | Valid  | 2620:171:a08::/48   |          42 |
| 151 | Valid | Valid  | 2620:171:a09::/48   |          42 |
| 152 | Valid | Valid  | 2620:171:a0a::/48   |          42 |
| 153 | Valid | Valid  | 2620:171:a0b::/48   |          42 |
| 154 | Valid | Valid  | 2620:171:a0c::/48   |          42 |
| 155 | Valid | Valid  | 2620:171:a0d::/48   |          42 |
| 156 | Valid | Valid  | 2620:171:a0e::/48   |          42 |
| 157 | Valid | Valid  | 2620:171:a0f::/48   |          42 |
| 158 | Valid | Valid  | 2800:110:10::/48    |          42 |
+-----+-------+--------+---------------------+-------------+



IRR - Valid, RPKI - Invalid: 0 prefixes
============================================================================================



IRR - Valid, RPKI - NotFound: 11 prefixes
============================================================================================
+-----+-------+----------+--------------------+-------------+
|     | irr   | rpki     | prefix             |   origin_as |
|-----+-------+----------+--------------------+-------------|
|   1 | Valid | NotFound | 2001:500:2d::/48   |       10886 |
|   2 | Valid | NotFound | 2001:500:7d::/48   |          42 |
|   3 | Valid | NotFound | 2001:500:83::/48   |          42 |
|   4 | Valid | NotFound | 2001:500:a8::/48   |       21556 |
|   6 | Valid | NotFound | 2001:678:28::/48   |          42 |
|   9 | Valid | NotFound | 2001:678:78::/48   |          42 |
|  11 | Valid | NotFound | 2001:df2:1400::/48 |      133923 |
|  15 | Valid | NotFound | 2001:df5:4300::/48 |      137880 |
|  78 | Valid | NotFound | 2406:6940::/32     |      141047 |
| 159 | Valid | NotFound | 2801:140:10::/48   |          42 |
| 160 | Valid | NotFound | 2a01:8840:1c1::/48 |          42 |
+-----+-------+----------+--------------------+-------------+



IRR - Valid, RPKI - Invalid,more-specific: 10 prefixes
============================================================================================
+----+-------+-----------------------+---------------------+-------------+
|    | irr   | rpki                  | prefix              |   origin_as |
|----+-------+-----------------------+---------------------+-------------|
| 38 | Valid | Invalid,more-specific | 2400:f0c0:1::/48    |      136477 |
| 39 | Valid | Invalid,more-specific | 2400:f0c0:2::/48    |      136477 |
| 40 | Valid | Invalid,more-specific | 2400:f0c0:3::/48    |      136477 |
| 41 | Valid | Invalid,more-specific | 2400:f0c0:4::/48    |      136477 |
| 42 | Valid | Invalid,more-specific | 2400:f0c0:5::/48    |      136477 |
| 43 | Valid | Invalid,more-specific | 2400:f0c0:6::/48    |      136477 |
| 44 | Valid | Invalid,more-specific | 2400:f0c0:7::/48    |      136477 |
| 45 | Valid | Invalid,more-specific | 2400:f0c0:8::/48    |      136477 |
| 71 | Valid | Invalid,more-specific | 2403:3800:900::/40  |        4007 |
| 72 | Valid | Invalid,more-specific | 2403:3800:2300::/40 |        4007 |
+----+-------+-----------------------+---------------------+-------------+



IRR - Invalid, RPKI - Valid: 0 prefixes
============================================================================================



IRR - Invalid, RPKI - Invalid: 0 prefixes
============================================================================================



IRR - Invalid, RPKI - NotFound: 0 prefixes
============================================================================================



IRR - Invalid, RPKI - Invalid,more-specific: 0 prefixes
============================================================================================



IRR - NotFound, RPKI - Valid: 24 prefixes
============================================================================================
+----+----------+--------+---------------------+-------------+
|    | irr      | rpki   | prefix              |   origin_as |
|----+----------+--------+---------------------+-------------|
| 16 | NotFound | Valid  | 2400:1a00::/32      |       17501 |
| 17 | NotFound | Valid  | 2400:1a00::/48      |       17501 |
| 18 | NotFound | Valid  | 2400:1a00:4::/48    |       17501 |
| 19 | NotFound | Valid  | 2400:1a00:8000::/48 |       17501 |
| 20 | NotFound | Valid  | 2400:1a00:8002::/48 |       17501 |
| 21 | NotFound | Valid  | 2400:1a00:8010::/48 |       17501 |
| 22 | NotFound | Valid  | 2400:1a00:b010::/48 |       17501 |
| 23 | NotFound | Valid  | 2400:1a00:b011::/48 |       17501 |
| 24 | NotFound | Valid  | 2400:1a00:b050::/48 |       17501 |
| 25 | NotFound | Valid  | 2400:1a00:b111::/48 |       17501 |
| 26 | NotFound | Valid  | 2400:1a00:b1aa::/48 |       17501 |
| 27 | NotFound | Valid  | 2400:1a00:b1ab::/48 |       17501 |
| 28 | NotFound | Valid  | 2400:1a00:b1ac::/48 |       17501 |
| 29 | NotFound | Valid  | 2400:1a00:b1ae::/48 |       17501 |
| 30 | NotFound | Valid  | 2400:1a00:b1c0::/48 |       17501 |
| 31 | NotFound | Valid  | 2400:1a00:b1e0::/48 |       17501 |
| 32 | NotFound | Valid  | 2400:1a00:bb10::/48 |       17501 |
| 33 | NotFound | Valid  | 2400:1a00:bd11::/48 |       17501 |
| 49 | NotFound | Valid  | 2401:ff40::/32      |      137080 |
| 50 | NotFound | Valid  | 2401:ff40:5000::/44 |      137080 |
| 51 | NotFound | Valid  | 2401:ff40:5040::/44 |      137080 |
| 52 | NotFound | Valid  | 2401:ff40:e000::/44 |      137080 |
| 53 | NotFound | Valid  | 2401:ff40:e040::/44 |      137080 |
| 54 | NotFound | Valid  | 2401:ff40:f000::/44 |      137080 |
+----+----------+--------+---------------------+-------------+



IRR - NotFound, RPKI - Invalid: 0 prefixes
============================================================================================



IRR - NotFound, RPKI - NotFound: 9 prefixes
============================================================================================
+----+----------+----------+--------------------+-------------+
|    | irr      | rpki     | prefix             |   origin_as |
|----+----------+----------+--------------------+-------------|
| 14 | NotFound | NotFound | 2001:df5:3100::/48 |      137854 |
| 82 | NotFound | NotFound | 2407:1e40::/32     |      141732 |
| 83 | NotFound | NotFound | 2407:1e40:5::/48   |      141732 |
| 84 | NotFound | NotFound | 2407:1e40:200::/48 |      141732 |
| 85 | NotFound | NotFound | 2407:1e40:300::/48 |      141732 |
| 86 | NotFound | NotFound | 2407:1e40:400::/48 |      141732 |
| 87 | NotFound | NotFound | 2407:1e40:500::/48 |      141732 |
| 88 | NotFound | NotFound | 2407:1e40:600::/48 |      141732 |
| 89 | NotFound | NotFound | 2407:1e40:fce::/48 |      141732 |
+----+----------+----------+--------------------+-------------+



IRR - NotFound, RPKI - Invalid,more-specific: 0 prefixes
============================================================================================



IRR - Invalid,more-specific, RPKI - Valid: 1 prefixes
============================================================================================
+----+-----------------------+--------+-------------------+-------------+
|    | irr                   | rpki   | prefix            |   origin_as |
|----+-----------------------+--------+-------------------+-------------|
| 93 | Invalid,more-specific | Valid  | 2407:5200:4c::/46 |       55915 |
+----+-----------------------+--------+-------------------+-------------+



IRR - Invalid,more-specific, RPKI - Invalid: 0 prefixes
============================================================================================



IRR - Invalid,more-specific, RPKI - NotFound: 0 prefixes
============================================================================================



IRR - Invalid,more-specific, RPKI - Invalid,more-specific: 3 prefixes
============================================================================================
+-----+-----------------------+-----------------------+--------------------+-------------+
|     | irr                   | rpki                  | prefix             |   origin_as |
|-----+-----------------------+-----------------------+--------------------+-------------|
|  46 | Invalid,more-specific | Invalid,more-specific | 2400:f0c0:fce::/48 |      136477 |
|  57 | Invalid,more-specific | Invalid,more-specific | 2402:6640:17::/48  |      134995 |
| 130 | Invalid,more-specific | Invalid,more-specific | 2407:54c0:80::/48  |      142065 |
+-----+-----------------------+-----------------------+--------------------+-------------+

